Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Penguins in Bondage","Penguins Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106669160/penguins-in-bondage,3.2,-1,Boulder,V4,1,20,34.0121,-116.1773
"Burnt Weenie Sandwich","Penguins Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106669179/burnt-weenie-sandwich,2.0,-1,Boulder,V4,1,20,34.0121,-116.1773
"Aiguille de Ankle Breaker","Ankle Breaker Rock > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106313385/aiguille-de-ankle-breaker,2.0,-1,Boulder,V2,1,15,34.0121,-116.1773
"Use What I Got","Scoop Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106708408/use-what-i-got,2.0,-1,Boulder,V2,1,15,34.0121,-116.1773
"The Bardini Crack (aka: Blas Beemer)","Blas Beemer Boulder > Blas Beemer Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106118126/the-bardini-crack-aka-blas-beemer,2.7,-1,Boulder,V2,1,15,34.01592,-116.17844
"Bardini Crack (Sit)","Blas Beemer Boulder > Blas Beemer Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112469196/bardini-crack-sit,2.8,-1,Boulder,V4,1,12,34.01592,-116.17844
"Corned Beef Hash","Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558592/corned-beef-hash,2.0,-1,Boulder,V-easy,1,13,34.0283,-116.18199
Chitlins,"Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558598/chitlins,2.0,-1,Boulder,V-easy,1,15,34.0283,-116.18199
"Mel's Traverse","Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558576/mels-traverse,2.0,-1,Boulder,V-easy,1,30,34.0283,-116.18199
Flo,"Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558561/flo,3.0,-1,Boulder,V0,1,13,34.0283,-116.18199
"Pickled Pigs Feet","Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558583/pickled-pigs-feet,3.0,-1,Boulder,V0,1,16,34.0283,-116.18199
"Young Plates","Meadows Boulder > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112813643/young-plates,2.5,-1,Boulder,"V1 PG13",1,20,33.99421,-116.14297
"Way of the Weasel","Meadows Boulder > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107592223/way-of-the-weasel,2.5,-1,Boulder,V2-3,1,12,33.99421,-116.14297
"Thin Black Dike","Meadows Boulder > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112813747/thin-black-dike,2.0,-1,Boulder,V3,1,18,33.99421,-116.14297
Slapslope,"Meadows Boulder > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106329138/slapslope,2.1,-1,Boulder,V4,1,10,33.99421,-116.14297
"Mulligan Slab","Meadows Boulder > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106708062/mulligan-slab,2.3,-1,Boulder,V4,1,12,33.99421,-116.14297
"Sloper Safari","Meadows Boulder > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106329025/sloper-safari,3.1,-1,Boulder,V4,1,10,33.99421,-116.14297
"Hall of Mirrors","Horrors Boulder > Hall of Horrors Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106125083/hall-of-mirrors,2.6,-1,Boulder,V-easy,1,15,34.01038,-116.13574
"Big Brother","Big Brother Boulder > Big Brother Boulders > Hall of Horrors Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106340709/big-brother,2.0,-1,Boulder,V2,1,22,34.01038,-116.13574
"Left Cilley Crack","Cilley Rock > Hall of Horrors Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106158489/left-cilley-crack,2.5,-1,Boulder,V0,1,22,34.01038,-116.13574
"Walking Mexican Down the Hall","The Real Hall of Horrors > Hall of Horrors Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106625231/walking-mexican-down-the-hall,2.5,-1,Boulder,V0,1,30,34.01038,-116.13574
"Chevron Star","The Real Hall of Horrors > Hall of Horrors Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116175659/chevron-star,2.0,-1,Boulder,"V2 R",1,15,34.01038,-116.13574
"Lazy Day Problem","The Dwarf > Hall of Horrors Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111289670/lazy-day-problem,2.3,-1,Boulder,V-easy,1,10,34.01038,-116.13574
"Death Spiral","Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120037/death-spiral,2.3,-1,Boulder,"V3 PG13",1,25,34.00378,-116.14935
"Lynn Hill Memorial Face Problem","Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106118096/lynn-hill-memorial-face-problem,3.5,-1,Boulder,V4,1,20,34.00378,-116.14935
Fish,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120184/fish,1.9,-1,Boulder,V-easy,1,15,34.00283,-116.15039
Solitaire,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120180/solitaire,2.6,-1,Boulder,V0,1,15,34.00283,-116.15039
Faro,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106418958/faro,2.0,-1,Boulder,V1,1,15,34.00283,-116.15039
Sakura,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106419031/sakura,2.4,-1,Boulder,V2+,1,12,34.00283,-116.15039
"Simpleton Arete","Simpleton Rock > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106417337/simpleton-arete,2.1,-1,Boulder,V0-,1,15,34.00246,-116.1498
"The Simpleton","Simpleton Rock > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120193/the-simpleton,1.9,-1,Boulder,V1,1,15,34.00246,-116.1498
"Duncecap Finish","Simpleton Rock > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109148777/duncecap-finish,2.0,-1,Boulder,V3,1,15,34.00246,-116.1498
"Little Rascal","Little Rascal Rock > King Dome Area > Hall of Horrors Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120222/little-rascal,2.0,-1,Boulder,"V1 PG13",1,10,34.00319,-116.14899
"Arete Boulders Crack","Arete Boulders > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106150424/arete-boulders-crack,2.1,-1,Boulder,V0-,1,10,34.02486,-116.1591
"Right Arete","Arete Boulders > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106129514/right-arete,1.9,-1,Boulder,V1,1,10,34.02486,-116.1591
"Right Arete (sit)","Arete Boulders > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112493879/right-arete-sit,2.0,-1,Boulder,V2+,1,12,34.02486,-116.1591
"Classic Thin Crack","Classic Thin Crack Boulder > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106069406/classic-thin-crack,3.1,-1,Boulder,V2,1,15,34.02517,-116.15953
"Coyote Corner","Coyote Corner > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106693819/coyote-corner,3.2,-1,Boulder,"V1 R",1,33,34.02517,-116.15953
"Chorizo Taco Stand","Land of the Lost Boulder > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108017958/chorizo-taco-stand,2.2,-1,Boulder,V2,1,12,34.0261,-116.15844
Monkeyflower,"Land of the Lost Boulder > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108716729/monkeyflower,2.7,-1,Boulder,V3,1,12,34.0261,-116.15844
"Chorizo Tacos","Land of the Lost Boulder > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108017981/chorizo-tacos,2.9,-1,Boulder,V4-,1,12,34.0261,-116.15844
"Kurt Smith Problem","Smith Rock > Echo Cove Bouldering > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108084066/kurt-smith-problem,2.0,-1,Boulder,V3,1,15,34.02517,-116.15953
"Steam Train","Big Dike Boulders > Echo Rock Boulders > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106127818/steam-train,2.6,-1,Boulder,V2,1,18,34.0241,-116.1547
"Flake Dyno","Beak Rock > Echo Rock Boulders > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106127723/flake-dyno,2.0,-1,Boulder,V3,1,15,34.0241,-116.1547
"West Corner","The Gumdrop > Echo Rock Boulders > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106127658/west-corner,1.8,-1,Boulder,V0,1,15,34.0241,-116.1547
"Echo Rock Traverse","Echo Rock Proper > Echo Rock Boulders > Echo Rock Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106680213/echo-rock-traverse,2.3,-1,Boulder,V0,1,100,34.0241,-116.1547
"Traverse Reverse Traverse","Pixie Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116254146/traverse-reverse-traverse,3.0,-1,Boulder,V0-,1,,34.09441,-116.15612
Velouria,"Pixie Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106400425/velouria,1.9,-1,Boulder,V0,1,15,34.09441,-116.15612
"Pixie Dust","Pixie Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106400458/pixie-dust,2.2,-1,Boulder,V1,1,10,34.09441,-116.15612
Snappa,"Pixie Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107424185/snappa,2.0,-1,Boulder,V3,1,10,34.09441,-116.15612
"Monkey Gone to Heaven","Pixie Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106400474/monkey-gone-to-heaven,2.1,-1,Boulder,V3,1,20,34.09441,-116.15612
"Whole Lotta Nothing","Picnic Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106638428/whole-lotta-nothing,2.0,-1,Boulder,V2,1,15,34.09303,-116.16352
"No Picnic","Picnic Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106638409/no-picnic,2.0,-1,Boulder,"V3 R",1,15,34.09303,-116.16352
"Winged Assassins","Anvil Boulder > Varnished Wall Boulders > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106648333/winged-assassins,2.0,-1,Boulder,"V1 PG13",1,15,34.0942,-116.1545
"Forged in Fire","Anvil Boulder > Varnished Wall Boulders > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106648319/forged-in-fire,2.2,-1,Boulder,V1,1,10,34.0942,-116.1545
"Strength of Steel","Anvil Boulder > Varnished Wall Boulders > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106646534/strength-of-steel,2.4,-1,Boulder,V2,1,15,34.0942,-116.1545
"Serf's Up","Feudal Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106648564/serfs-up,2.0,-1,Boulder,V2,1,12,34.09303,-116.16352
"Vassal Lean","Feudal Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106648557/vassal-lean,2.0,-1,Boulder,V4,1,12,34.09303,-116.16352
"Calloused and Committed","Callous Boulder > Indian Cove CG > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108036909/calloused-and-committed,2.0,-1,Boulder,V2,1,10,34.09303,-116.16352
"West Face Center","Group Camp 1 Boulders > Group Campsites Road > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107215296/west-face-center,2.0,-1,Boulder,V-easy,1,12,34.09705,-116.16531
"Right Arete","Group Camp 1 Boulders > Group Campsites Road > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107215256/right-arete,2.0,-1,Boulder,V0,1,12,34.09705,-116.16531
Bodyglove,"Porcelain Wall > Inner Circle > The Underground > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106151249/bodyglove,3.5,-1,Boulder,V4,1,15,34.06942,-116.09196
"Nicole Face","Feature Boulder (aka Fred Nicole Boulder) > Inner Circle > The Underground > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106151277/nicole-face,3.7,-1,Boulder,V4,1,18,34.06942,-116.09196
"Kranium Center","Kranium Bloc > Inner Circle > The Underground > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108042279/kranium-center,2.5,-1,Boulder,V3,1,8,34.06942,-116.09196
"V1 Left","V1 Boulder > Inner Circle > The Underground > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109965103/v1-left,2.0,-1,Boulder,V1+,1,8,34.05942,-116.10196
"The Mullet","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643974/the-mullet,2.0,-1,Boulder,V1,1,15,34.0441,-116.1061
"It's Da Oooze","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643967/its-da-oooze,2.0,-1,Boulder,V1+,1,15,34.0441,-116.1061
"Tinkerbell's Anus","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643980/tinkerbells-anus,3.0,-1,Boulder,V2,1,12,34.0441,-116.1061
"Moral Wasteland","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643987/moral-wasteland,2.0,-1,Boulder,V3,1,12,34.0441,-116.1061
"Poker in the Front","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106644001/poker-in-the-front,2.0,-1,Boulder,V4,1,10,34.0441,-116.1061
Tosspint,"Lox Boulder > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106645492/tosspint,2.0,-1,Boulder,V2,1,18,34.0441,-116.1061
"Lox O' Kourndoggs","Lox Boulder > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116483086/lox-o-kourndoggs,3.0,-1,Boulder,V3,1,,34.0441,-116.1061
"Whips, Chains and Lox","Lox Boulder > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106645484/whips-chains-and-lox,2.0,-1,Boulder,V3,1,18,34.0441,-116.1061
"Raw Heat","The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106688348/raw-heat,2.0,-1,Boulder,V-easy,1,14,34.04621,-116.10331
"Kiss of Fire","The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106688265/kiss-of-fire,2.0,-1,Boulder,V1,1,12,34.04621,-116.10331
"Ring of Fire","The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106688273/ring-of-fire,2.5,-1,Boulder,V2,1,14,34.04621,-116.10331
"Finger Food","The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106686375/finger-food,2.0,-1,Boulder,V3,1,14,34.04621,-116.10331
Habanero,"The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106686368/habanero,3.0,-1,Boulder,V4,1,14,34.04621,-116.10331
"Beaver Hunt","Larry Flynt Memorial Boulder > The Larry Flynt Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106684405/beaver-hunt,2.0,-1,Boulder,V-easy,1,,34.0441,-116.1061
"Binding Arete","The Iceberg > The Arctic Circle > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106681794/binding-arete,2.5,-1,Boulder,V0,1,16,34.0403,-116.0942
"Remote Sensor","The Iceberg > The Arctic Circle > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106681811/remote-sensor,2.0,-1,Boulder,V1,1,18,34.0403,-116.0942
"Little Biglip","Little Biglip > Bighorn Pass Boulders > Queen Mountain Base > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111338835/little-biglip,2.0,-1,Boulder,V3,1,8,34.0287,-116.12204
"Kentucky Fried Christ","The Watchtower > Queen Mountain Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109964898/kentucky-fried-christ,3.3,-1,Boulder,V2,1,25,34.0538,-116.1042
"Doin' The Cockroach","All Nice On Ice > Lonesome Crowded West > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106711063/doin-the-cockroach,2.9,-1,Boulder,V4,1,12,34.033,-116.1721
"EJ Deluxe Escape","E. J.  Deluxe Boulder > Lonesome Crowded West > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108757305/ej-deluxe-escape,2.8,-1,Boulder,V3,1,14,34.033,-116.1721
"Smush Smush","Kya's Krag > 49 Palms Oasis Area > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107469976/smush-smush,2.0,-1,Boulder,V-easy,1,,34.1194,-116.1185
"Wascally Wabbits","Kya's Krag > 49 Palms Oasis Area > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107469067/wascally-wabbits,2.0,-1,Boulder,V0-1,1,14,34.1194,-116.1185
"Transition Assistance","Transition Boulder > 49 Palms Oasis Area > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107686872/transition-assistance,2.0,-1,Boulder,V1,1,15,34.1181,-116.1157
"Knobvious wall","Lucky Boy Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114141279/knobvious-wall,2.0,-1,Boulder,V2-3,1,10,34.01823,-116.0737
"The Bona Fide Boulder","Lucky Boy Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114117262/the-bona-fide-boulder,2.0,-1,Boulder,V2-3,1,12,34.01823,-116.0737
"John's Route","Lucky Boy Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114141217/johns-route,2.0,-1,Boulder,V3,1,20,34.01823,-116.0737
"Feeling Lucky","Lucky Boy Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114010940/feeling-lucky,2.0,-1,Boulder,V3,1,12,34.01823,-116.0737
"The Dangler Boulder","Lucky Boy Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114161758/the-dangler-boulder,2.0,-1,Boulder,V4,1,12,34.01823,-116.0737
"Mr Nice","Lucky Boy Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114117341/mr-nice,2.0,-1,Boulder,V4,1,10,34.01823,-116.0737
"The Brotherhood Boulder (B.O.E. L.)","Lucky Boy Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114141421/the-brotherhood-boulder-boe-l,2.0,-1,Boulder,V4,1,20,34.01823,-116.0737
"P is For Peril","Lucky Boy Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114011132/p-is-for-peril,2.0,-1,Boulder,V4,1,15,34.01823,-116.0737
